Technology,Green roof type,Plant species,Irrigation,PV panel type,PV panels and GR locations,Distance PV-green roof [cm],Distance PV-basecase roof [cm],Season,Base case roof situation,Building type,Base case roof,Base case insulation,Roof slope,Item,Item type,Item scale,Item class,Original monetary value,u.m.,Original year(s) at which the item is accounted,Green roof lifetime [years],Actual year(s) at which the item is accounted,Actual monetary value at the accounting year,Inflation adjustment ratio [GDP deflator 2020/GDP deflator year],PPP Exchange rate [€ EU27-2020/ local currency-2020],Adjusted Monetary value [EU27 2020 €/m2],Method for monetary value,Quantiative absolute evaluation,u.m.3,Method for absolute evaluation,Quantiative absolute evaluation 2,u.m. 3,Method for absolute evaluation 2,Climate,Continent,Country,City,Authors,Year,Title,Study type,"WTP Correction factor [GDPpc,EU27-year/GDPpc,country-year)",Unusable monetary value,Case-study ID,Old inflation correction,Old PPP exchange,Old adjusted value
Green roof,Semi-intensive,,,,,,,annual average,Already constructed,mix of multiple,black roof,,,Stormwater management,benefit,urban,socio-environmental,426367.11,2016 KRW/m2,every year,10,every year,426367.1104,1.03,0.001,340.5811143,Aggregation,,,,,,,Cwa,Asia,South Korea,Seoul,"Gwak et al.,",2017,Optimal location selection for the installation of urban green roofs considering honeybee habitats along with socio-economic and environmental effects,Cost-Benefit Analysis,,,Gwak - Seoul,2.508207583,0.694,614.7094076
Green roof,Extensive,,yes,,,,,annual average,Already constructed,,black roof,,,Stormwater management,benefit,urban,socio-environmental,,2017 UYU/m2,every year,30,not accounted,,1.289,0.023,,Not considered (difficulties in quantification),,,,,,,Cfa,South America,Uruguay,Montevideo,"Vincent et al.,",2017,Enhancing the Economic Value of Large Investments in Sustainable Drainage Systems (SuDS) through Inclusion of Econsystems Services Benefits,Cost-Benefit Analysis,,x,Vincent - Montevideo,1.619024104,0.687,
Green roof,Extensive,,,,,,,annual average,Already constructed,,,,,Stormwater management,benefit,urban,socio-environmental,,2019 KRW/m2,every year,20,not accounted,,1.013,0.001,,No numerical value provided,,,,,,,Cwa,Asia,South Korea,Seoul,"Shin & Kim,",2019,"Benefit-Cost Analysis of Green Roof Initiative Projects. The Case of Jung-gu, Seoul",Cost-Benefit Analysis,,x,Shin & Kim 2019 - Seoul,1,0.000773685,
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management (avoided stormwater in drainage system),benefit,urban,socio-environmental,47,2012 US$/m2,0,40,every year,#N/A,1.136,0.668,#N/A,Avoided  cost (infrastructure),,,"Value from literature (Post, 2007; Mentens et al., 2006)",,,,Csb,North America,USA,Seattle,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,#N/A
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,,black roof,,,Stormwater management (avoided stormwater in drainage system),benefit,urban,socio-environmental,126,2012 US$/m2,0,40,every year,#N/A,1.136,0.668,#N/A,Avoided cost (infrastructure),,,"Value from literature (Post, 2007; Mentens et al., 2006)",,,,Csb,North America,USA,Seattle,"Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,#N/A
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,Stormwater management (retention of stormwater),benefit,urban,socio-environmental,0,2012 US$/m2,every year,40,every year,0,1.136,0.668,0,Avoided cost (stormwater fee),,,,,,,Csb,North America,USA,"Portland, OR","Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0
Green roof,Extensive,,not mentioned,,,,,annual average,Already constructed,any,black roof,any,any,Stormwater management (retention of stormwater),benefit,urban,socio-environmental,0.38,2012 US$/m2,every year,40,every year,0.38,1.136,0.668,0.28846464,Avoided cost (stormwater fee),,,,,,,Csb,North America,USA,"Portland, OR","Bianchini & Hewage,",2012,Probabilistic social cost-benefit analysis for green roofs: A lifecycle approach,Cost-Benefit Analysis,,,,1.308722044,0.739,0.367515324
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,-0.0005,2017 €/m2,every year,40,every year,#N/A,1.031,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,#N/A
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,insulated,slanted,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,commercial,black roof,non-insulated,slanted,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,insulated,slanted,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Photovoltaic-green roof,Extensive,,not mentioned,,Same location,,,annual average,To be constructed,residential,black roof,non-insulated,slanted,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.002,2017 €/m2,every year,40,every year,#N/A,1.06,1.173,#N/A,Avoided cost,0.922,m3/m2,"Value from literature (Fioretti et al., 2010; Mentes et al., 2006)",,,,Csa,Europe,Portugal,Lisbon,"Teotónio et al,,",2018,Eco-solutions for urban environments regeneration,Cost-Benefit Analysis,,,Teotonio - Lisbon,1.619024104,1.192708333,#N/A
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2017 €/m2,every year,40,every year,#N/A,1.031,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,#N/A
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,#N/A
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,#N/A
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Csa,Europe,Italy,Palermo,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Palermo,1,1.004484305,#N/A
White roof,,,,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,#N/A
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.01,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,#N/A
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Trieste,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Trieste,1,1.004484305,#N/A
Green roof,Extensive,"Sedum and aromatic plants (e.g., Lavadula angustifolia)",not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.02,2019 €/m2,every year,40,every year,#N/A,1.012,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",35-58,% absorption of rainfall volume,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",0.5,l/m2/day,"Value adapted from literature (Hermy et al., 2005; Mentens et al., 2006)",Cfa,Europe,Italy,Ancona,"Berto et al.,",2020,The Valuation of Public and Private Benefits of Green Roof Retrofit in Different Climate Conditions,Cost-Benefit Analysis,,,Berto 2020 - Ancona,1,1.004484305,#N/A
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,#N/A,1.031,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,#N/A
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,To be constructed,industrial,white roof,insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.02,2017 €/m2,every year,40,every year,#N/A,1.031,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,#N/A
Green roof,Extensive,Sedum and aromatic plants,not mentioned,,,,,annual average,Already constructed,industrial,black roof,non-insulated,flat,Stormwater management (without flood risk reduction),benefit,urban,socio-environmental,0.03,2017 €/m2,every year,40,every year,#N/A,1.031,1.008,#N/A,"Avoided cost (water transportation, treatement and infrastructure)",,,,,,,Cfa,Europe,Italy,Trieste,"Berto et al.,",2018,Enhancing the environmental performance of industrial settlements. An economic evaluation of extensive green roof competitiveness,Cost-Benefit Analysis,,,Berto 2018- Trieste,1.619024104,0.995652174,#N/A
